area_index,shared_mean,shared_sd,shared_q025,shared_q50,shared_q975,exceed_prob_rr_gt1,hotspot_080,hotspot_090
374,0.03345223111178816,0.7297229333201388,-1.397455851393689,0.033134444944857254,1.4660824840625848,0.5182820573562471,0,0
375,0.09111352056499869,0.7514075154666543,-1.3866529686306976,0.0918357032712291,1.5645662479417015,0.5482563135882956,0,0
376,0.06077340884105977,0.7675770516997779,-1.445408673303174,0.06073951336553748,1.5670280217193797,0.531553542235107,0,0
377,0.0678033441170197,0.7643549259255261,-1.4325012364906418,0.06783975233670686,1.5677412740873988,0.5353424654815785,0,0
378,-0.017965641911649816,0.7404584702392634,-1.4688265494389579,-0.018855476070054705,1.4379432922753703,0.49032146799274356,0,0
379,-0.1170638415516679,0.984919606115499,-2.046741108087258,-0.11769378761785876,1.816171306657233,0.4526946254862888,0,0
380,0.20050408325183208,0.7931345670469252,-1.3593970316151702,0.20208915281996953,1.7514737136942433,0.599788452800748,0,0
381,-0.1075050517618919,0.8983150587244433,-1.8636453127847965,-0.1097179463454428,1.6610537950317021,0.4523706565763137,0,0
382,0.10752139021932187,0.7402425453107564,-1.3493782592737256,0.10869728614569023,1.5575928029683337,0.5577438737842768,0,0
383,0.11150175075484371,0.6911781033546708,-1.2502661373812947,0.11292843598441554,1.4649911092211496,0.5640798263359709,0,0
384,0.08695709936482486,0.7498598375146974,-1.3869831795722778,0.0875216773811039,1.557487244063959,0.5461596500865318,0,0
385,0.005055228745716911,0.784114498624808,-1.5311864837100284,0.004082505494023158,1.5466482876082714,0.5025719847248824,0,0
386,-0.20819683271264994,1.242681997283592,-2.632394411152034,-0.21622174356202212,2.263038430539831,0.4334732560783471,0,0
387,0.9271001227173865,1.6933521395711888,-2.4848940376357964,0.9503051575088739,4.201879655581291,0.707980301516729,0,0
388,0.8025712305593449,1.5167723462195206,-2.256013463016102,0.8221246514910037,3.7428280157383735,0.7016427023721099,0,0
389,-0.13096371656379752,0.9140230711753023,-1.9109769845624829,-0.13707758926596544,1.6844005356606437,0.4430334491621841,0,0
